iso2c,iso3c,country,year,gdp_percap,life_expect,population,birth_rate,neonat_mortal_rate,region,income
KI,KIR,Kiribati,2008,1669.004085,65.07860976,98437,29.526,26,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,1996,1093.808748,62.83731707,78907,32.965,31.9,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2012,1705.439184,65.59607317,106620,29.235,24.9,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2007,1628.200741,64.9807561,96310,29.528,26,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2000,1402.786616,63.95068293,84406,30.583,28.9,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,1999,1274.198654,63.70260976,82969,31.048,29.7,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,1990,921.4640708,60.35082927,72411,36.713,36.1,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2006,1507.245213,64.88534146,94257,29.537,26,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,1997,1155.712035,63.14460976,80190,32.259,31.1,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,1993,974.0042071,61.73729268,75722,35.126,33.7,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2004,1547.129531,64.66529268,90545,29.647,26.5,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2005,1563.328575,64.78236585,92329,29.572,26.2,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2013,1753.129165,65.76658537,108544,29.044,24.6,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2009,1635.130871,65.18343902,100566,29.513,25.9,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,2003,1486.565004,64.52714634,88892,29.775,26.9,East Asia & Pacific,Lower middle income
KI,KIR,Kiribati,1998,1274.83025,63.43290244,81556,31.613,30.4,East Asia & Pacific,Lower middle income
KM,COM,Comoros,1993,1037.602092,58.01346341,453188,40.497,45.6,Sub-Saharan Africa,Low income
KM,COM,Comoros,2003,1180.72193,59.72080488,589500,36.956,41.3,Sub-Saharan Africa,Low income
KM,COM,Comoros,1994,975.5235021,58.38258537,466309,39.913,44.7,Sub-Saharan Africa,Low income
KM,COM,Comoros,2000,1122.212766,59.43890244,547696,37.661,41.8,Sub-Saharan Africa,Low income
KM,COM,Comoros,1991,939.5062512,57.14521951,427556,41.853,48.3,Sub-Saharan Africa,Low income
KM,COM,Comoros,1999,1015.424602,59.36568293,533909,37.94,42.2,Sub-Saharan Africa,Low income
KM,COM,Comoros,2009,1306.440009,61.44419512,681845,35.649,38.2,Sub-Saharan Africa,Low income
KM,COM,Comoros,1996,980.9813108,58.94717073,492979,38.967,43.6,Sub-Saharan Africa,Low income
KM,COM,Comoros,1992,1012.823224,57.59934146,440252,41.149,46.7,Sub-Saharan Africa,Low income
KM,COM,Comoros,2013,1416.462203,62.93217073,751697,34.326,35.5,Sub-Saharan Africa,Low income
KM,COM,Comoros,2006,1291.518663,60.38831707,633814,36.329,40.2,Sub-Saharan Africa,Low income
KM,COM,Comoros,2002,1161.508506,59.59892683,575428,37.174,41.6,Sub-Saharan Africa,Low income
KM,COM,Comoros,2001,1145.637356,59.51014634,561525,37.407,41.8,Sub-Saharan Africa,Low income
KM,COM,Comoros,2004,1207.055047,59.8887561,603869,36.746,40.9,Sub-Saharan Africa,Low income
KM,COM,Comoros,2014,1434.500524,63.25685366,769991,33.897,34.7,Sub-Saharan Africa,Low income
KM,COM,Comoros,1990,989.8340593,56.65360976,415144,42.593,50.1,Sub-Saharan Africa,Low income
KM,COM,Comoros,2011,1347.797753,62.2127561,715972,35.068,36.9,Sub-Saharan Africa,Low income
KM,COM,Comoros,2007,1304.414622,60.71234146,649404,36.115,39.7,Sub-Saharan Africa,Low income
KM,COM,Comoros,2008,1303.197522,61.06729268,665414,35.891,38.9,Sub-Saharan Africa,Low income
KM,COM,Comoros,1995,1003.281797,58.69717073,479574,39.403,44,Sub-Saharan Africa,Low income
KM,COM,Comoros,2012,1379.715987,62.58297561,733661,34.718,36.2,Sub-Saharan Africa,Low income
KM,COM,Comoros,1997,1010.225585,59.13558537,506525,38.587,43,Sub-Saharan Africa,Low income
KM,COM,Comoros,1998,1007.136936,59.27092683,520180,38.247,42.6,Sub-Saharan Africa,Low income
KM,COM,Comoros,2010,1318.895891,61.8305122,698695,35.378,37.6,Sub-Saharan Africa,Low income
KM,COM,Comoros,2005,1250.669241,60.10978049,618632,36.538,40.7,Sub-Saharan Africa,Low income
KN,KNA,St. Kitts and Nevis,1997,13868.34435,70.03634146,43885,20.5,13.2,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2003,15946.24064,,47681,,10.3,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2006,20190.08607,,49818,,9.1,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1996,12900.54852,,43391,19.7,13.8,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2005,18755.16948,,49139,,9.5,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1998,13766.57127,,44391,,12.6,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2011,20571.97012,,52998,,7.5,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2012,20442.6292,,53650,,7.2,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1994,11351.89514,,42363,,14.9,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2014,23326.14339,,54944,,6.8,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2001,16007.39445,,46216,17.3,11.1,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2002,16298.39594,71.33658537,46935,17.3,10.7,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2007,21041.22294,,50465,,8.8,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1990,9268.96873,,40833,,17.5,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1995,12105.31415,,42888,19.4,14.3,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1991,9331.507655,,41009,,16.7,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2008,22065.15207,,51093,,8.4,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1999,14274.96241,,44938,,12.1,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2010,20064.42589,,52352,,7.8,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2013,21721.46902,,54301,,7,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2004,16876.2792,,48424,,9.9,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2000,15128.53376,,45544,,11.6,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1992,9867.995865,67.95121951,41360,21.5,16,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,1993,10687.51929,,41836,,15.4,Latin America & Caribbean,Upper middle income
KN,KNA,St. Kitts and Nevis,2009,20734.82683,,51717,,8.1,Latin America & Caribbean,Upper middle income
KR,KOR,"Korea, Rep.",2003,21389.24607,77.2502439,47859311,10.2,2.9,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2011,31327.1269,80.96707317,49779440,9.4,1.7,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2014,33417.31605,82.15585366,50423955,8.6,1.7,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1995,13371.98967,73.39439024,45092991,15.7,1.9,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2002,20784.9456,76.83902439,47622179,10.2,2.9,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1994,12088.22443,73.04317073,44641540,16,2.1,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1993,11033.43674,72.68195122,44194628,16,2.2,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2006,25863.21949,78.96926829,48371946,9.2,2.2,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1997,15481.59918,74.24780488,45953580,14.4,1.8,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1998,14696.30532,74.6802439,46286503,13.6,1.9,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2012,32222.59394,81.21341463,50004441,9.6,1.7,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2013,32664.03097,81.70512195,50219669,8.6,1.7,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2001,19189.56937,76.34195122,47357362,11.6,2.7,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1991,9533.0266,71.7302439,43295704,16.4,2.5,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1992,10216.31714,72.2004878,43747962,16.7,2.4,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1996,14556.46664,73.83121951,45524681,15,1.8,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2000,18083.08126,75.83536585,47008111,13.3,2.4,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2004,22967.81286,77.84658537,48039415,9.8,2.7,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2005,24219.78886,78.43268293,48138077,8.9,2.5,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1999,16428.84666,75.37341463,46616677,13,2.1,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2009,28392.75636,80.29731707,49182038,9,1.8,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2007,27872.08837,79.3495122,48597652,10,2,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2008,28718.04484,79.83268293,48948698,9.4,1.9,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",2010,30465.24505,80.55121951,49410366,9.4,1.7,East Asia & Pacific,High income: OECD
KR,KOR,"Korea, Rep.",1990,8436.246014,71.2997561,42869283,15.2,2.7,East Asia & Pacific,High income: OECD
KW,KWT,Kuwait,2003,69909.19638,73.51807317,2095993,22.045,6,Middle East & North Africa,High income
KW,KWT,Kuwait,2006,87875.56333,73.72626829,2389498,22.547,5.8,Middle East & North Africa,High income
KW,KWT,Kuwait,2002,59961.95117,73.45312195,2042215,22.237,6.2,Middle East & North Africa,High income
KW,KWT,Kuwait,1999,57276.44483,73.23885366,1853152,23.438,6.7,Middle East & North Africa,High income
KW,KWT,Kuwait,2004,76978.40709,73.583,2166344,22.074,5.9,Middle East & North Africa,High income
KW,KWT,Kuwait,1990,,72.28156098,2058832,21.414,10.4,Middle East & North Africa,High income
KW,KWT,Kuwait,2008,88250.00289,73.90314634,2705290,22.781,5.4,Middle East & North Africa,High income
KW,KWT,Kuwait,1997,60242.10005,73.07502439,1686256,23.262,7.3,Middle East & North Africa,High income
KW,KWT,Kuwait,1998,60267.03206,73.15895122,1766247,23.518,7,Middle East & North Africa,High income
KW,KWT,Kuwait,2007,90003.76351,73.81,2538591,22.749,5.7,Middle East & North Africa,High income
KW,KWT,Kuwait,2013,76779.28856,74.46968293,3593689,20.603,3.6,Middle East & North Africa,High income
KW,KWT,Kuwait,1992,,72.55695122,,20.402,9.4,Middle East & North Africa,High income
KW,KWT,Kuwait,1993,,72.67553659,,20.607,8.9,Middle East & North Africa,High income
KW,KWT,Kuwait,1996,59505.03751,72.98507317,1637906,22.701,7.7,Middle East & North Africa,High income
KW,KWT,Kuwait,2001,58839.07136,73.38568293,1990022,22.627,6.4,Middle East & North Africa,High income
KW,KWT,Kuwait,2005,83703.23667,73.65141463,2263604,22.275,5.9,Middle East & North Africa,High income
KW,KWT,Kuwait,2014,73513.29039,74.58502439,3753121,20.064,3.4,Middle East & North Africa,High income
KW,KWT,Kuwait,2011,76308.59071,74.2335122,3239181,21.743,4.2,Middle East & North Africa,High income
KW,KWT,Kuwait,1991,,72.42678049,2007110,20.648,9.9,Middle East & North Africa,High income
KW,KWT,Kuwait,1995,58117.76583,72.88809756,1637031,21.949,8.1,Middle East & North Africa,High income
KW,KWT,Kuwait,2010,72204.3813,74.11663415,3059473,22.251,4.6,Middle East & North Africa,High income
KW,KWT,Kuwait,2012,78492.39685,74.35185366,3419581,21.171,3.8,Middle East & North Africa,High income
KW,KWT,Kuwait,2009,77582.1493,74.00619512,2881243,22.612,5.1,Middle East & North Africa,High income
KW,KWT,Kuwait,2000,58904.02452,73.3137561,1929470,23.09,6.5,Middle East & North Africa,High income
KW,KWT,Kuwait,1994,,72.78558537,,21.179,8.5,Middle East & North Africa,High income
KY,CYM,Cayman Islands,2001,,,43317,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2008,,,52925,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1990,,,25009,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2000,,,41685,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1997,,,35596,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2012,,,57522,13.4,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1996,,,33535,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2011,49902.14655,,56580,14.5,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2003,,,46032,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1998,,,37742,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2005,,,48623,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2002,,,44742,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2006,,,50028,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2007,,,51480,13.8,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2010,,,55509,15,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1992,,,27402,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1993,,,28652,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1994,,,30055,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1991,,,26211,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1999,,,39810,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2013,,,58369,12.5,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2014,,,59172,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,1995,,,31672,,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2009,,,54285,15.5,,Latin America & Caribbean,High income
KY,CYM,Cayman Islands,2004,,,47299,,,Latin America & Caribbean,High income
KZ,KAZ,Kazakhstan,1995,6293.885459,64.9195122,15815626,16.7,22.8,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2006,16777.68761,66.16097561,15308084,19.71,15.1,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2007,18543.81926,66.50487805,15484192,20.79,14,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2008,19295.00553,67.02195122,15674000,22.75,12.9,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2010,20521.09849,68.29536585,16321581,22.54,10.7,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2011,22134.09211,68.98,16556600,22.52,9.8,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2012,23248.99259,69.61,16791425,22.69,8.9,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1994,6599.353281,65.67317073,16095199,18.2,22.9,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2001,9559.340336,65.76829268,14858335,14.9,19.4,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2002,10656.84509,65.96829268,14858948,14.6,18.6,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1990,8790.821411,68.33658537,16348000,21.7,22.3,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2014,25689.22066,71.62,17289224,23.13,7.5,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2005,14860.58945,65.9097561,15147029,18.42,16.2,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1993,7286.912858,66.72682927,16330419,18.6,22.7,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1997,6871.824239,64.46341463,15333703,14.7,22.2,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1998,6933.063834,64.56097561,15071300,14.3,21.5,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2009,19162.93571,68.42926829,16092701,22.15,11.8,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1996,6539.120164,64.1097561,15577894,15.9,22.6,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2004,13241.46074,65.88780488,15012985,18.19,17.2,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2013,24640.55805,70.45,17035275,22.73,8.1,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2000,8220.673645,65.51707317,14883626,14.7,20.1,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1991,8033.876851,67.98292683,16450500,21,22.3,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1992,7786.910043,67.73170732,16439095,19.9,22.4,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,1999,7298.407372,65.5195122,14928426,14.2,20.9,Europe & Central Asia,Upper middle income
KZ,KAZ,Kazakhstan,2003,11840.2999,65.86585366,14909018,16.63,17.9,Europe & Central Asia,Upper middle income
LA,LAO,Lao PDR,1997,1582.512635,57.20343902,5068658,35.678,46.4,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2008,3397.996027,63.34890244,6045439,28.651,35.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1992,1151.577491,54.55643902,4496971,41.745,52.2,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1991,1097.211362,54.05270732,4371549,42.431,53.5,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1994,1307.845816,55.58746341,4742685,39.735,49.8,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1995,1395.143721,56.11729268,4857774,38.47,48.6,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2007,3145.830044,62.82726829,5939634,28.821,36.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2000,1860.048897,58.8792439,5342879,31.91,43.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2001,1981.509346,59.44829268,5424701,30.999,42.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1999,1747.329764,58.31617073,5256207,33.027,44.4,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2014,5340.305699,66.11736585,6689300,26.666,30.7,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2002,2100.940035,60.02182927,5502340,30.287,41.4,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1996,1485.841827,56.65682927,4966303,37.092,47.4,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1990,1047.773523,53.55207317,4247839,42.892,54.7,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1993,1214.989029,55.06782927,4621685,40.839,51,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2006,2897.091447,62.28863415,5838837,28.966,37.2,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2011,4233.381248,64.79812195,6366909,27.8,32.7,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2009,3616.215917,63.85104878,6153153,28.429,34.5,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,1998,1632.110895,57.75756098,5165072,34.304,45.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2010,3904.357151,64.33363415,6260544,28.142,33.6,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2012,4580.947397,65.2485122,6473050,27.43,32,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2013,4967.932945,65.6872439,6579985,27.051,31.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2005,2629.958674,61.7345122,5745012,29.134,38.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2003,2241.60776,60.59639024,5579003,29.753,40.3,East Asia & Pacific,Lower middle income
LA,LAO,Lao PDR,2004,2415.095051,61.16943902,5658894,29.38,39.3,East Asia & Pacific,Lower middle income
LB,LBN,Lebanon,1996,9447.680909,72.51717073,3070974,21.543,14.8,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1991,7010.305062,70.53604878,2752473,24.12,19.6,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2004,10625.45705,76.38012195,3863271,14.795,9,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1994,8377.196642,71.64387805,2974647,22.655,16.5,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2008,13854.83749,77.93917073,4109389,13.047,6.6,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1997,9323.719113,72.98387805,3092684,20.89,14,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1998,9696.799824,73.46141463,3113960,20.169,13.3,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1999,9668.010886,73.94482927,3156661,19.383,12.6,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2011,15683.58332,78.68985366,4591698,13.982,5.6,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2012,15221.44686,78.90846341,4924257,14.453,5.4,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2003,10042.12896,75.90331707,3701464,15.697,9.7,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1990,4998.968902,70.22114634,2703019,24.621,20.8,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2007,12528.16754,77.61590244,4085426,13.127,7.1,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2005,10914.54221,76.83258537,3986865,14.021,8.3,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2006,11232.46429,77.24670732,4057041,13.453,7.6,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1993,7787.987935,71.24621951,2900862,23.15,17.5,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1992,7308.497951,70.87678049,2821868,23.634,18.5,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2000,9777.094236,74.43170732,3235380,18.53,11.8,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2009,15131.64988,78.2194878,4181742,13.198,6.2,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2010,15948.45492,78.46536585,4337156,13.534,5.9,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,1995,8934.299446,72.06819512,3033406,22.127,15.6,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2001,10010.07227,74.92214634,3359875,17.61,11.2,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2002,10020.6127,75.41465854,3522842,16.651,10.4,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2013,14537.89914,79.13370732,5286990,14.87,5.2,Middle East & North Africa,Upper middle income
LB,LBN,Lebanon,2014,14172.66533,79.37309756,5612096,15.192,5,Middle East & North Africa,Upper middle income
LC,LCA,St. Lucia,1995,6482.103907,71.18095122,147040,23.856,11.2,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2004,9112.159747,72.61956098,163462,17.635,11.2,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2000,7943.225082,71.42304878,156949,19.553,11.2,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2014,10772.25984,75.04685366,183645,15.168,9.5,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1994,6222.794251,71.20514634,145262,24.761,11.5,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1993,6077.614626,71.2145122,143592,25.662,11.8,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2013,10627.59683,74.91270732,182305,15.43,9.8,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1999,7527.686283,71.27617073,155073,20.32,11.1,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1990,5178.634516,71.04943902,138180,28.253,12.8,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1996,6868.223026,71.1574878,148962,22.947,11.1,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1997,6919.580928,71.15529268,150994,22.043,11,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1998,7338.358468,71.19136585,153066,21.161,11,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2010,10361.81053,74.47109756,177397,16.338,10.5,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2011,10538.22528,74.63570732,179278,16.028,10.2,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2005,9221.608838,72.99907317,165407,17.413,11.2,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2006,10148.48959,73.36907317,167656,17.236,11.1,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2002,7823.298831,71.92485366,160218,18.358,11.3,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2003,8280.926235,72.25473171,161767,17.941,11.3,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2012,10524.35104,74.77763415,180890,15.718,10,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2009,10546.44733,74.26604878,175196,16.621,10.6,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2008,10664.83104,74.01314634,172729,16.863,10.8,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1991,5416.725228,71.13817073,140159,27.42,12.4,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2001,7777.637467,71.64280488,158650,18.895,11.3,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,1992,5855.069724,71.1945122,141934,26.551,12.1,Latin America & Caribbean,Upper middle income
LC,LCA,St. Lucia,2007,10329.8995,73.71185366,170146,17.063,10.9,Latin America & Caribbean,Upper middle income
LI,LIE,Liechtenstein,1999,,79.1097561,32843,12.4,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,2007,,81.29512195,35431,10,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,2006,,80.94878049,35141,10.3,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1991,,,29111,14.2,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1996,,76.83658537,31327,13.1,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,2010,,81.84146341,36276,9.1,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1997,,76.04634146,31842,13.9,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,2009,,81.5,36004,11.4,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,2004,,81.77073171,34569,10.8,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1990,,,28745,13.2,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,2008,,82.68292683,35721,9.9,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,2003,,79.96097561,34290,10.2,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1993,,,29921,13.8,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1994,,78.42195122,30365,11.7,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1995,,77.3902439,30833,13.8,,Europe & Central Asia,High income
LI,LIE,Liechtenstein,1992,,,29503,12.7,,Europe & Central Asia,High income
